Rank,Crime Index,City,State,Population
5800,940,Wentzville, MO,"31,591"
5801,939,Wellfleet, MA,0
5802,939,Osceola, MO,986
5803,939,Beloit, KS,"3,927"
5804,939,Marked Tree, AR,"2,540"
5805,939,Mount Union, PA,"2,621"
5806,939,East Longmeadow, MA,0
5807,939,Cross Plains, TN,"1,909"
5808,938,Ansonia, CT,"19,128"
5809,938,Greensburg, IN,"12,160"
5810,938,Twin City, GA,"2,051"
5811,938,Fallsburg, NY,0
5812,937,Collegedale, TN,"9,488"
5813,937,Sour Lake, TX,"1,598"
5814,937,White Oak, TX,"6,431"
5815,937,Mount Pleasant, SC,"72,379"
5816,937,Winterset, IA,"5,165"
5817,937,Bountiful, UT,"42,947"
5818,937,Tewksbury, MA,0
5819,936,Hurricane, UT,"14,338"
5820,936,Beavercreek, OH,"45,738"
5821,936,Lomira, WI,"2,340"
5822,936,Normandy Park, WA,"6,491"
5823,935,Santa Clara, NM,"1,474"
5824,935,Minneapolis, KS,"2,160"
5825,935,Beaver, OH,439
5826,935,Lathrop, MO,"2,166"
5827,935,Chaffee, MO,"2,958"
5828,935,Seagraves, TX,"2,544"
5829,935,Myrtle Creek, OR,"3,413"
5830,935,Tell City, IN,"7,251"
5831,934,Raymond, NH,"2,789"
5832,934,Snowmass Village, CO,"2,852"
5833,933,Sandy, PA,"1,350"
5834,933,Drumright, OK,"2,926"
5835,933,Kremmling, CO,"1,957"
5836,932,Homedale, ID,"2,595"
5837,932,Bowling Green, MO,"5,452"
5838,932,Kenhorst, PA,"2,868"
5839,932,Idalou, TX,"2,369"
5840,932,Weston, MO,"1,735"
5841,931,Duryea, PA,"4,918"
5842,931,Millbrae, CA,"22,177"
5843,931,Oakman, AL,771
5844,930,Owensville, MO,"2,658"
5845,930,Windsor, MO,"2,896"
5846,929,Waverly, NY,"4,362"
5847,929,Locust, NC,"2,997"
5848,928,Bellows Falls, VT,"2,766"
5849,928,Cohoes, NY,"16,195"
5850,928,Wynnewood, OK,"2,343"
5851,928,California, PA,"6,703"
5852,928,Pikeville, TN,"2,047"
5853,927,Platteville, CO,"2,548"
5854,927,Dixfield, ME,948
5855,927,Kenmore, WA,"21,263"
5856,927,Oak Harbor, OH,"2,750"
5857,927,Fair Haven, MI,0
5858,927,Groesbeck, TX,"4,325"
5859,926,Brunswick, ME,"15,275"
5860,926,Warsaw, NY,"3,591"
5861,926,Carrollton, MO,"3,652"
5862,926,Freemansburg, PA,"2,631"
5863,926,Port Orange, FL,"57,218"
5864,926,Adrian, MO,"2,098"
5865,926,Cardington, OH,"2,192"
5866,925,Glen Dale, WV,0
5867,925,Pearisburg, VA,"2,750"
5868,925,North Brunswick, NJ,0
5869,925,Monmouth, OR,"9,769"
5870,925,Merchantville, NJ,"3,803"
5871,925,Weymouth, MA,"53,602"
5872,925,Lavaca, AR,"2,358"
5873,925,Orem, UT,"90,485"
5874,925,Montello, WI,"1,494"
5875,925,Little Falls, MN,"8,291"
5876,924,Saint Francis, MN,"7,297"
5877,924,Warren, RI,0
5878,924,Cannon Beach, OR,"1,542"
5879,923,Marfa, TX,"2,124"
5880,923,West Dundee, IL,"7,367"
5881,923,Punta Gorda, FL,"16,984"
5882,923,Philomath, OR,"4,577"
5883,923,Schuylkill Haven, PA,"5,368"
5884,923,Saltillo, MS,"4,916"
5885,922,Schiller Park, IL,"11,842"
5886,922,Richwood, OH,"2,248"
5887,922,Central Point, OR,"17,443"
5888,922,Warrior, AL,"3,191"
5889,922,Franklin Park, IL,"18,389"
5890,922,Pleasant Valley, MO,"3,013"
5891,921,Licking, MO,"2,992"
5892,921,Brookfield, WI,"37,971"
5893,921,Carney, OK,712
5894,921,Hood River, OR,"7,311"
5895,921,Milton, VT,"1,363"
5896,921,Johnsonburg, PA,"2,451"
5897,921,Wilton, NH,"1,123"
5898,920,Ripon, CA,"14,645"
5899,920,Centerville, UT,"16,104"
5900,920,Lafayette, CO,"25,812"
5901,920,Cedar Falls, IA,"40,009"
5902,920,University Heights, OH,"13,404"
5903,920,Clinton, AR,"2,585"
5904,920,La Porte, TX,"34,473"
5905,919,Sterling Heights, MI,"130,604"
5906,919,Cass City, MI,"2,592"
5907,919,Estill Springs, TN,"2,120"
5908,919,Lowell, MI,"3,838"
5909,919,Pilot Grove, MO,866
5910,919,Peabody, KS,"1,185"
5911,919,Lauderdale, MN,"2,422"
5912,919,Surf City, NJ,"1,148"
5913,919,Rogers City, MI,"2,774"
5914,919,Fairview, TN,"8,020"
5915,919,Oakmont, PA,"6,358"
5916,919,Williamstown, MA,"4,173"
5917,919,Washingtonville, OH,859
5918,918,Old Shawneetown, IL,199
5919,918,Laguna Vista, TX,"3,197"
5920,918,Clarkdale, AZ,"4,101"
5921,918,Lumpkin, GA,"1,216"
5922,918,Ellinwood, KS,"2,494"
5923,918,Mancelona, MI,"1,661"
5924,918,Adamsville, TN,"1,909"
5925,917,Branford, CT,0
5926,917,Hickman, KY,"2,455"
5927,917,Buffalo, MN,"15,710"
5928,917,Danbury, CT,"82,781"
5929,917,Walled Lake, MI,"7,065"
5930,917,Westfield, MA,"41,371"
5931,917,Brookside Village, TX,"1,784"
5932,917,Calistoga, CA,"5,244"
5933,917,West Fargo, ND,"28,371"
5934,916,Earlville, IL,"1,729"
5935,916,Apple Valley, MN,"49,911"
5936,916,Judsonia, AR,"2,362"
5937,915,Osceola, IA,"4,981"
5938,915,Wadena, MN,"4,033"
5939,915,Spencer, MA,"5,670"
5940,915,Greenfield, MO,"1,281"
5941,915,Ola, AR,"1,181"
5942,915,Jackson, KY,"2,022"
5943,914,Lovington, IL,"1,030"
5944,914,Brookville, PA,"3,906"
5945,914,Omaha, TX,961
5946,914,Durand, MI,"3,396"
5947,914,Baldwin City, KS,"4,552"
5948,914,Royal Oak, MI,"58,382"
5949,914,West Bridgewater, MA,0
5950,914,Middleton, WI,"18,185"
5951,914,Benicia, CA,"27,450"
5952,913,Mahanoy City, PA,"4,126"
5953,913,Sullivans Island, SC,"2,042"
5954,913,Clifton Forge, VA,"3,850"
5955,913,Edgefield, SC,"4,719"
5956,912,Gillett, WI,"1,417"
5957,912,Winnebago, MN,"1,405"
5958,912,Park City, IL,"7,551"
5959,912,Fairfield Bay, AR,"2,213"
5960,911,De Witt, IA,"5,297"
5961,911,Brent, AL,"4,911"
5962,911,Timnath, CO,"1,210"
5963,911,Shiloh, IL,"12,706"
5964,911,Haledon, NJ,"8,397"
5965,911,Mount Jewett, PA,949
5966,911,Sidney, NE,"6,801"
5967,910,Mason, MI,"8,266"
5968,910,San Anselmo, CA,"12,527"
5969,910,Alexandria Bay, NY,"1,001"
5970,910,Savage, MN,"28,055"
5971,909,Eau Claire, MI,569
5972,909,New London, MO,"1,020"
5973,909,Ellaville, GA,"2,099"
5974,909,Mabton, WA,"2,300"
5975,909,Damascus, AR,477
5976,909,Clintwood, VA,"1,448"
5977,909,Rosebud, TX,"1,377"
5978,909,Arcade, GA,"1,506"
5979,909,Dilley, TX,"4,029"
5980,909,Fort Lupton, CO,"7,595"
5981,909,Basin, WY,"1,243"
5982,908,Flora, MS,"1,862"
5983,908,Clifton, AZ,"3,430"
5984,908,Pawnee, OK,"2,247"
5985,908,Socorro, TX,"32,623"
5986,908,Elkhart, KS,"2,298"
5987,908,Sidney, MT,"5,888"
5988,908,Midlothian, TX,"19,590"
5989,908,Pleasant Grove, AL,"10,230"
5990,908,Jasper, MO,997
5991,907,Tryon, OK,471
5992,907,West Fork, AR,"2,424"
5993,907,Dalworthington Gardens, TX,"2,077"
5994,907,Wymore, NE,"1,399"
5995,907,Holland, TX,"1,018"
5996,907,Emmaus, PA,"11,291"
5997,907,Shawnee, KS,"63,597"
5998,906,Throop, PA,"4,077"
5999,906,Oakland City, IN,"2,542"
6000,906,Carteret, NJ,"23,770"
6001,906,Lake Mary, FL,"14,605"
6002,906,Deer Park, OH,"5,720"
6003,906,Cooper City, FL,"32,058"
6004,905,Addison, IL,"37,215"
6005,905,Grandview Heights, OH,"6,836"
6006,905,Rockland, MA,0
6007,905,Ignacio, CO,832
6008,905,Washburn, WI,"2,190"
6009,905,Lawtey, FL,"1,084"
6010,904,Buckhannon, WV,"5,646"
6011,904,Anson, TX,"2,069"
6012,904,Barron, WI,"3,392"
6013,904,Chapel Hill, TN,"1,425"
6014,904,Gladstone, MI,"4,920"
6015,904,Shoshone, ID,"1,614"
6016,903,Seal Beach, CA,"24,477"
6017,903,Williamsburg, VA,"14,401"
6018,903,Seabrook, TX,"12,437"
6019,902,Noblesville, IN,"56,576"
6020,902,Topsail Beach, NC,428
6021,902,Hillsboro, KS,"2,940"
6022,902,Walnut Ridge, AR,"4,800"
6023,902,Holt, MO,481
6024,902,Woburn, MA,"38,826"
6025,902,New London, WI,"7,091"
6026,902,Maple Valley, WA,"24,040"
6027,902,Shandaken, NY,0
6028,901,Fyffe, AL,"1,376"
6029,900,Dale, PA,"1,213"
6030,900,Berlin, NH,"9,710"
6031,900,La Mirada, CA,"49,038"
6032,899,Woodhaven, MI,"12,747"
6033,899,Eagle Lake, TX,"3,611"
6034,899,Peterborough, NH,"2,993"
6035,899,Sebring, OH,"4,360"
6036,898,Minneola, FL,"9,849"
6037,898,Mart, TX,"2,288"
6038,897,Searsport, ME,964
6039,897,Nashville, IL,"3,352"
6040,897,Pepin, WI,796
6041,897,Huachuca City, AZ,"2,246"
6042,897,Neillsville, WI,"2,287"
6043,896,Reedsburg, WI,"9,411"
6044,895,Montgomery, WV,"1,833"
6045,895,Ardmore, AL,"1,511"
6046,895,Reeds Spring, MO,"1,063"
6047,895,Woodsfield, OH,"2,349"
6048,895,Hokah, MN,559
6049,895,Whitewater, WI,"14,801"
6050,895,Umatilla, OR,"6,998"
6051,895,Carthage, NY,"3,689"
6052,894,South Sioux City, NE,"13,375"
6053,894,Tavistock, NJ,9
6054,894,Ironwood, MI,"5,237"
6055,894,Saint George, MO,"1,337"
6056,894,Mentor, OH,"47,008"
6057,894,Russells Point, OH,"1,140"
6058,894,Annandale, MN,"3,281"
6059,894,Sulphur, OK,"4,996"
6060,894,Marshfield, WI,"18,514"
6061,894,Folsom, CA,"73,334"
6062,893,Santa Anna, TX,"1,296"
6063,893,Hydro, OK,"1,029"
6064,893,Marion, TX,987
6065,893,Newton Falls, OH,"4,740"
6066,893,Palestine, IL,"1,466"
6067,893,Irvine, KY,"2,206"
6068,893,Hornell, NY,"8,508"
6069,893,Ramsey, IL,"1,168"
6070,893,Baker City, OR,"9,774"
6071,892,Painted Post, NY,"1,732"
6072,892,Old Town, ME,"7,756"
6073,892,Burlington, WI,"10,528"
6074,892,Moreauville, LA,968
6075,891,Gooding, ID,"3,508"
6076,891,Merrionette Park, IL,"1,748"
